datetime,Cantidad,compactos,lujo,deportivos,minivans,pickups,suvs,subcompactos,TC_FIX,INFLACION,INFLACION_AUTOS,total_salario_diario,ICC,dias_trabajo,TIIE_28,IPC_General,IPC_Autos,precio_relativo,IGAE_Original,IGAE_Desestacionalizado,IGAE_Desestacionalizado_efecto calendario,Exports,Gasolina
01/01/05,93299,18672,3295,552,4002,14168,12466,40144,11.2141,58.30916037,69.86854755,195.16,42,20,8.968333333,58.309,69.869,119.824,82.25837015,83.06095678,84.53537368,61692,
02/01/05,89444,16426,3215,538,4047,14256,12930,38032,11.0965,58.50343099,70.05922517,194.63,43.2,19,9.467,58.503,70.059,119.752,80.89941992,81.17101768,84.77289523,89341,
03/01/05,89483,16493,3174,600,4905,14870,12841,36600,11.1783,58.76712098,70.07505761,194.45,42.9,22,9.777,58.767,70.075,119.242,83.62639537,84.6177797,84.55451691,81043,
04/01/05,86426,16028,3379,629,4110,15682,12776,33822,11.0832,58.97641519,70.25403299,194.33,41.1,21,10.01428571,58.976,70.254,119.122,86.5937284,84.99225427,84.94542093,100964,
05/01/05,83962,15765,3383,519,3958,15188,11856,33293,10.916,58.82825146,70.5114822,197.07,40.7,21,10.12227273,58.828,70.511,119.86,87.88889111,88.17268225,85.89617422,98754,
06/01/05,84897,15448,3195,565,4227,15824,12014,33624,10.7752,58.77178347,70.72418755,196.89,41.1,22,10.01,58.772,70.724,120.337,86.35208741,86.05945586,84.50752529,94587,
07/01/05,85000,15322,2957,625,4219,15024,12570,34283,10.6057,59.00179988,70.83294952,198.8,41.1,21,10.0147619,59.002,70.833,120.052,83.78419978,84.44692756,84.81935175,64760,
08/01/05,90626,17203,3668,582,3703,16332,12602,36536,10.7995,59.07225536,70.61749069,198.1,40.3,23,9.984347826,59.072,70.617,119.544,86.43119917,85.86788368,85.99338485,98512,
09/01/05,91078,16764,3624,596,4035,17273,12598,36188,10.7907,59.30900649,70.09226678,196.59,41.7,21,9.649285714,59.309,70.092,118.181,84.64255962,84.3044903,86.13555023,114075,
10/01/05,89999,17705,3826,577,4415,17234,13552,32690,10.7857,59.45457994,70.2705538,195.72,42,21,9.408452381,59.455,70.271,118.192,86.8531035,87.70081061,86.27162224,133799,
11/01/05,100755,19807,3881,643,4969,19528,15432,36495,10.5793,59.88249335,70.44471061,197.51,42.1,21,9.1675,59.882,70.445,117.638,88.65732484,88.15249091,87.12387635,129109,
12/01/05,146799,30020,4930,764,6784,23942,23425,56934,10.6344,60.25031239,70.5259379,198.74,44.3,21,8.721785714,60.25,70.526,117.055,89.15109833,89.04642953,87.61424192,119710,
01/01/06,96227,18369,3931,772,4167,16647,15051,37290,10.4433,60.60362589,70.73038286,206.8,43.9,21,8.412045455,60.604,70.73,116.71,87.04556085,87.32696127,88.99741079,112165,
02/01/06,89079,16586,3500,659,3621,17858,13957,32898,10.456,60.69635773,70.95066025,206.35,43.9,19,7.968289474,60.696,70.951,116.894,84.08296576,84.36572367,88.30570807,121001,
03/01/06,96871,18169,3942,644,4326,20012,13884,35894,10.8935,60.77251181,71.12688216,204.88,45.6,22,7.677159091,60.773,71.127,117.038,89.54008126,88.24040782,88.23868627,153877,
04/01/06,77879,14770,3594,480,3529,15748,11825,27933,11.0903,60.86161727,71.18263988,205.19,44.8,20,7.514722222,60.862,71.183,116.958,87.10250107,88.78337587,88.8569349,115798,
05/01/06,86462,17221,3861,571,3677,17638,12915,30579,11.2966,60.59067451,71.22876046,207.68,44.7,22,7.319772727,60.591,71.229,117.557,93.13935299,92.53217964,90.27292801,131578,
06/01/06,87084,17338,3296,574,3436,18949,13145,30346,11.2723,60.64299806,71.31549468,207.09,44.2,22,7.333409091,60.643,71.315,117.599,91.36864166,91.00359125,89.30532185,156008,
07/01/06,83069,16386,3397,661,3913,15933,13982,28797,10.9181,60.80929371,71.33752242,209.16,44.9,21,7.311666667,60.809,71.338,117.314,88.35889371,89.22151135,89.49872462,85752,
08/01/06,90937,18496,3880,937,3629,18385,14097,31513,10.9037,61.11960865,71.39878707,208.65,45,23,7.300778261,61.12,71.399,116.818,90.24618555,89.61186884,89.75890916,136114,
09/01/06,92083,18457,4314,810,4000,19448,14686,30368,10.9935,61.73661213,71.62938997,207.11,45.1,20,7.308385714,61.737,71.629,116.024,87.8690976,87.88402916,89.72575471,125918,
10/01/06,97469,20557,4700,759,4778,20374,15790,30511,10.764,62.00651878,71.85242083,206.05,44.3,22,7.313331818,62.007,71.852,115.879,91.59748752,91.89265068,90.11464568,132470,
11/01/06,102201,22844,5145,745,5055,20084,17723,30605,10.9975,62.3318573,72.09954453,207.75,43.2,21,7.302225,62.332,72.1,115.67,91.14519906,90.83621809,89.62443327,152396,
12/01/06,140375,32635,6710,975,7066,24401,25043,43545,10.8116,62.69242357,72.17595325,209.09,44.8,20,7.338127778,62.692,72.176,115.127,90.86138106,91.5799232,90.11302565,113718,
01/01/07,97675,23511,4443,787,3426,17909,16030,31569,11.0382,63.01620793,72.25786891,217.6,42.7,22,7.405068182,63.016,72.258,114.666,88.77728671,88.19859899,90.05731713,88915,
02/01/07,86060,20790,3867,586,2924,17974,14461,25458,11.1682,63.19234663,72.42514206,217.06,42.4,19,7.456642105,63.192,72.425,114.611,85.76827932,86.05638937,90.29918789,111084,
03/01/07,96487,23083,4124,705,4023,20183,16785,27584,11.0322,63.32911314,72.51944832,215.69,43.6,21,7.455390476,63.329,72.519,114.512,91.42205194,90.53605928,90.51536502,138877,
04/01/07,75020,17265,3143,501,2906,16288,12350,22567,10.9278,63.29129513,72.46713243,215.73,43.4,21,7.466647368,63.291,72.467,114.498,89.32062668,90.7112497,91.03271426,110462,
05/01/07,84756,20196,3859,555,3149,16849,14396,25752,10.7445,62.98253436,72.4636906,218.18,43.8,22,7.699777273,62.983,72.464,115.054,94.32236752,93.65922803,91.51820355,140387,
06/01/07,80462,19105,3347,463,2918,16611,13447,24571,10.7946,63.05817039,72.44166286,217.93,43.1,21,7.703552381,63.058,72.442,114.881,93.53459879,93.55099828,91.74693084,153243,
07/01/07,83105,20070,3378,430,3009,16028,14523,25667,10.9273,63.32600481,72.39760738,219.61,43,22,7.704127273,63.326,72.398,114.325,91.41102201,91.70605032,91.81428078,129581,
08/01/07,88573,21664,3595,581,2854,17574,15110,27195,11.0378,63.58399619,72.4533651,219.08,44,23,7.70876087,63.584,72.453,113.949,92.21732725,91.66020587,91.80430458,168210,
09/01/07,86547,19741,3389,651,3015,18542,15887,25322,10.9315,64.07770259,72.57727113,217.46,43,19,7.70401,64.078,72.577,113.264,89.47517866,90.42339861,92.26553232,156237,
10/01/07,97182,21939,3801,611,3738,20619,18090,28384,10.7023,64.32740509,72.45061163,216.47,41.3,23,7.732717391,64.327,72.451,112.628,95.27999015,94.65923057,92.5772629,144970,
11/01/07,97694,21051,5768,599,3938,21258,18404,26676,10.8968,64.78122126,72.50912281,218.24,40.9,21,7.933765,64.781,72.509,111.929,93.80925925,93.43383304,91.89136707,149964,
12/01/07,126329,29324,6164,720,5397,24274,23583,36867,10.9157,65.04905568,72.48778344,219.15,42.8,20,7.932557895,65.049,72.488,111.436,92.45719851,93.35951374,91.90215867,121383,
01/01/08,96846,22121,4728,604,3304,19080,17964,29045,10.8262,65.35056368,72.51738321,227.84,42.2,22,7.925986364,65.351,72.517,110.967,90.95434739,90.31489394,92.39829406,118416,
02/01/08,86997,19099,4627,535,3045,18628,15328,25735,10.7243,65.5448343,72.58484317,227.46,41.2,20,7.92832,65.545,72.585,110.741,88.98933279,87.86308687,92.41947391,140501,
03/01/08,80119,17745,3402,485,2528,17039,14937,23983,10.6482,66.01989072,72.54904809,227.37,41.9,20,7.931205556,66.02,72.549,109.89,89.0532563,91.63261204,91.53130203,129405,
04/01/08,83106,17639,3888,557,2366,18408,15376,24872,10.5095,66.17012666,72.55042482,226.87,40.2,22,7.935522727,66.17,72.55,109.642,94.71532766,92.41821841,93.01434155,144234,
05/01/08,85827,19906,3895,555,2225,18117,15545,25584,10.3306,66.09863507,72.44235123,229.75,38.9,21,7.9327,66.099,72.442,109.597,94.86435737,94.75272842,92.74945605,150514,
06/01/08,81424,18809,3629,448,1795,17308,14776,24659,10.3069,66.3721681,72.42032349,229.52,37.7,21,8.00232381,66.372,72.42,109.112,94.45588259,95.10814291,93.33477074,153345,
07/01/08,85324,19830,3573,523,2164,18410,15760,25064,10.0353,66.74205936,72.39967248,232.19,36.7,23,8.282869565,66.742,72.4,108.477,94.1593071,93.49737338,93.40149976,122144,
08/01/08,86119,18779,3904,545,2001,18241,17639,25010,10.2847,67.12749227,72.41825839,231.92,37.3,21,8.557619048,67.127,72.418,107.882,91.49309267,92.2169238,92.35937459,143464,
09/01/08,76620,17226,4270,408,1808,16902,13472,22534,10.9814,67.58493481,72.32601723,229.92,36.7,21,8.660357143,67.585,72.326,107.015,90.57650926,90.17143363,92.0645046,144454,
10/01/08,83307,18661,4079,479,2218,17678,16169,24023,12.7125,68.04548569,72.56556889,229.44,34.2,23,8.676413043,68.045,72.566,106.643,95.5068328,94.93034128,92.71662985,167497,
